citing_publisher,cited_name,cited_name
College English,N. Katherine Hayles,1
College English,Naima Prevotd,1
College English,Najia Aarim-Heriot,1
College English,Nancy Armstrong,1
College English,Nancy C. Thompson,1
College English,Nancy Callahan,1
College English,Nancy F. Cott,1
College English,Nancy Fraser,1
College English,Nancy Grimm,1
College English,Nancy L. Chick,1
College English,Nancy LaPaglia,1
College English,Nancy Mack,1
College English,Nancy Maloney Grimm,1
College English,Nancy S. Lee,1
College English,Nancy S. Prichard,1
College English,Nancy Shoemaker,1
College English,Nancy Sommers,1
College English,Nancy Thompson,1
College English,Naomi Cahn,1
College English,Naomi Klein,1
College English,Natalie Zemon Davis,1
College English,Natasha Barnes,1
College English,Natasha Singer,1
College English,Nate Sloan,1
College English,Nathan Brown,1
College English,Nathan Crick,1
College English,Neal Cross,1
College English,Neil Coughlan,1
College English,Neil Michel,1
College English,Neil Morton,1
College English,Nel Noddings,1
College English,Nell Scovell,1
College English,Nelson M. Rodriguez,1
College English,Nettie Young,1
College English,Nicholas B. Lundholm,1
College English,Nicholas Carr,1
College English,Nicholas Clarke,1
College English,Nicholas D. Kristof,1
College English,Nicholas Groom,1
College English,Nicholas Hiley,1
College English,Nicholas L. Syrett,1
College English,Nicholas Mirzoeff,1
College English,Nicholas Wolterstorff,1
College English,Nick Couldry,1
College English,Nick Mansfield,1
College English,Nick Reuter,1
College English,Nick Tingle,1
College English,Nicole Constable,1
College English,Nigel Hall,1
College English,Nigel Harwood,1
College English,Nigel Thrift,1
College English,Nika Elugardo,1
College English,Nikos Askitas,1
College English,Nikos Papastergiadis,1
College English,Nina B. Lamkin,1
College English,Nina Baym,1
College English,Noah Wardrip-Fruin,1
College English,Noam Cohen,1
College English,Noam Scheiber,1
College English,Noelle M. K. Y. Kahanu,1
College English,Noreen Giffney,1
College English,Norma Andrade,1
College English,Norman Doidge,1
College English,Norman Fairclough,1
College English,Norman R. Brown,1
College English,O McCollum,1
College English,Octavio Pimentel,1
College English,Oliver Wendell Holmes,1
College English,Ona Claire Russell,1
College English,Onora O'Neill,1
College English,Ophelia Settle Egypt,1
College English,Oscar Cargill,1
College English,Oscar Ewing,1
College English,P. L Prattis,1
College English,Pamela Annas,1
College English,Pamela Burdman,1
College English,Pamela Long,1
College English,Pamela Takayoshi,1
College English,Paolo Brambilla,1
College English,Parks ,1
College English,Patrice DiQuinzio,1
College English,Patricia A. Dunn,1
College English,Patricia A. Sorrano,1
College English,Patricia Branca,1
College English,Patricia Cervantes,1
College English,Patricia Hills,1
College English,Patricia Irvine,1
College English,Patricia Lambert Stock,1
College English,Patricia M. Bizzell,1
College English,Patricia M. McDonough,1
College English,Patricia Malesh,1
College English,Patricia Moody,1
College English,Patricia Roberts-Miller,1
College English,Patricia Snell,1
College English,Patricia Stewart,1
College English,Patricia Sullivan,1
College English,Patricia T. Clough,1
College English,Patrick Berry,1
College English,Patrick Bizzaro,1
College English,Patrick Clauss,1
College English,Patrick Dias,1
College English,Patrick Gallagher,1
College English,Patrick Mullen,1
College English,Patrick S. Washburn,1
College English,Patrick Vinck,1
College English,Patrick W. Berry,1
College English,Patrick W. Shaw,1
College English,Patrick Wolfe,1
College English,Patty Wilde,1
College English,Paul A. Bové,1
College English,Paul Attewall,1
College English,Paul Baker,1
College English,Paul C. Aebersold,1
College English,Paul Carter,1
College English,Paul Colford,1
College English,Paul Connolly,1
College English,Paul Dawson,1
College English,Paul Doherty,1
College English,Paul Fain,1
College English,Paul Fairfield,1
College English,Paul Feigenbaum,1
College English,Paul Gilroy,1
College English,Paul Hopper,1
College English,Paul J. Hopper,1
College English,Paul K. Matsuda,1
College English,Paul LeBlanc,1
College English,Paul Matsuda,1
College English,Paul Miller,1
College English,Paul Osterman,1
College English,Paul Resnick,1
College English,Paula Chakravartty,1
College English,Paula Devereaux,1
College English,Paula M. L. Moya,1
College English,Paula Mejia,1
College English,Paula Patch,1
College English,Paula Resch,1
College English,Pauline Lipman,1
College English,Pauline Nestor,1
College English,Pedro Ramirez,1
College English,Pegeen Reichert Powell,1
College English,Peggy Maki,1
College English,Peggy O’Neill,1
College English,Penelope J. Corfield,1
College English,Penelope Walker,1
College English,Peniel Joseph,1
College English,Penina Migdal Glazer,1
College English,Penny Gay,1
College English,Penny Van Esterik,1
College English,Pepe Escobar,1
College English,Peter Berek,1
College English,Peter Bsumek,1
College English,Peter Carino,1
College English,Peter Crosta,1
College English,Peter De Costa,1
College English,Peter Jaszi,1
College English,Peter Kittle,1
College English,Peter Koller,1
College English,Peter M. Crosta,1
College English,Peter M. Senge,1
College English,Peter Marzio,1
College English,Peter Nagourney,1
College English,Peter Nyers,1
College English,Peter Riley Bahr,1
College English,Peter Sacks,1
College English,Peter Schrag,1
College English,Peter Smagorinsky,1
College English,Peter Vermeulen,1
College English,Peter Wayne Moe,1
College English,Peter Wright,1
College English,Phil Bratta,1
College English,Philip Anderson,1
College English,Philip Brian Harper,1
College English,Philip Gleason,1
College English,Philip Gross,1
College English,Philip J. June,1
College English,Philip Larkin,1
College English,Philip Marzluf,1
College English,Philip Olson,1
College English,Phillip Anderson,1
College English,Phillip Glen,1
College English,Phillip P. Marzluf,1
College English,Phineas Smith,1
College English,Phyllis Johnson,1
College English,Phyllis Palmer,1
College English,Pierre A. Walker,1
College English,Pierre Falardeau,1
College English,Pierre Nora,1
College English,Pilar Hernández-Wolfe,1
College English,Portia Vescio,1
College English,Prathia Hall,1
College English,Pres. Lyndon B. Johnson,1
College English,Pye Henry Chavasse,1
College English,Qi Luxia,1
College English,Qin Xie,1
College English,Quoctrung Bui,1
College English,Qwo-Li Driskill,1
College English,R. Anthony Slagle,1
College English,R. G. A Buxton,1
College English,R. Jeffrey Ringer,1
College English,R. Murray Schafer,1
College English,R. Todd Felton,1
College English,Rachel Burley,1
College English,Rachel C. Jackson,1
College English,Rachel Garringer,1
College English,Rachel Jackson,1
College English,Rachel Riedner,1
College English,Rachel Rubinstein,1
College English,Rafael Carranza,1
College English,Rafe Sagarin,1
College English,Rajendra Singh,1
College English,Ralph Cintroón,1
College English,Ralph E. Shikes,1
College English,Randall H. Balmer,1
College English,Randall Kennedy,1
College English,Randy Bomer,1
College English,Rani Rubdy,1
College English,Raquel Cook,1
College English,Ray Casserly,1
College English,Raymie McKerrow,1
College English,Raymond G. Dobard,1
College English,Raymond Tumbleson,1
College English,Re Lorimer Leonard,1
College English,Rebecca Cox,1
College English,Rebecca Dingo,1
College English,Rebecca Hewett,1
College English,Rebecca L. Lundin,1
College English,Rebecca L. Walker,1
College English,Rebecca Lorimer,1
College English,Rebecca MacKinnon,1
College English,Rebecca Rickly,1
College English,Rebecca Schuman,1
College English,Rebecca W. Black,1
College English,Rebekah Nathan,1
College English,Red Oaks,1
College English,Reed Way Dasenbrock,1
College English,Regina A. McManigell Grijalva,1
College English,Regina Deil-Amen,1
College English,Reinhold Hill,1
College English,Renske Bouwer,1
College English,René Descartes,1
College English,René Girard,1
College English,Resa Crane Bizzaro,1
College English,Reva E. Sias,1
College English,Rhoda R. Gilman,1
College English,Ric Berman,1
College English,Rich Lane,1
College English,Richa Nagar,1
College English,Richard A. Couto,1
College English,Richard A. Lanham,1
College English,Richard Amour,1
College English,Richard Arum,1
College English,Richard B. Sheridan,1
College English,Richard Bolden,1
College English,Richard Brazier,1
College English,Richard Burt,1
College English,Richard Corbin,1
College English,Richard D. Wolff,1
College English,Richard Dawkins,1
College English,Richard Delgado,1
College English,Richard E. Boyatzis,1
College English,Richard E. Miller,1
College English,Richard E. Vatz,1
College English,Richard E. Young,1
College English,Richard Fletcher,1
College English,Richard Fry,1
College English,Richard Gebhardt,1
College English,Richard H. Haswell,1
College English,Richard Harvey Brown,1
College English,Richard J. Bernstein,1
College English,Richard J. Selfe,1
College English,"Richard J. Selfe, Jr.",1
College English,Richard John Neuhaus,1
College English,Richard K. Blot,1
College English,Richard L Wagoner,1
College English,Richard Leo Enos,1
College English,Richard Lloyd-Jones,1
College English,Richard M. Simon,1
College English,Richard Miller,1
College English,Richard Rice,1
College English,Richard Robins,1
College English,Richard Rothstein,1
College English,Richard Slatcher,1
College English,Richard Stevenson,1
College English,Richard Teleky,1
College English,Richard Wilkinson,1
College English,Richard Wright,1
College English,Richard Yeo,1
College English,Rick Moody,1
College English,Rick Seltzer,1
College English,Rickie Solinger,1
College English,Rik Hunter,1
College English,Rita Charon,1
College English,Rita Franceschini,1
College English,Rita Malenczyk,1
College English,Rob Asen,1
College English,Rob Horning,1
College English,Robert A. Baker,1
College English,Robert B. Westbrook,1
College English,Robert Berkelman,1
College English,Robert Bramucci,1
College English,Robert C. Kennedy,1
College English,Robert D. Miewald,1
College English,Robert D. Potter,1
College English,Robert Denham,1
College English,Robert E. Cummings,1
College English,Robert E. Park,1
College English,Robert Eddy,1
College English,Robert Evans,1
College English,Robert F. Arnove,1
College English,Robert Franci Engs,1
College English,Robert Frost,1
College English,Robert G. Lee,1
College English,Robert Graham Barrows,1
College English,Robert Hariman,1
College English,Robert J. Griffin,1
College English,Robert J. Sailstad,1
College English,Robert J. Sternberg,1
College English,Robert J. Topmiller,1
College English,Robert K. Merton,1
College English,Robert L. Collison,1
College English,Robert Moore,1
College English,Robert Moses,1
College English,Robert Newton,1
College English,Robert P. Yagelski,1
College English,Robert R. Bataille,1
College English,Robert R. Kellogg,1
College English,Robert Rothman,1
College English,Robert Samuel Fletcher,1
College English,Robert Scott,1
College English,Robert T. Anderson,1
College English,Robert Terrill,1
College English,Robert W. Barnett,1
College English,Robert Williams,1
College English,Robert Yagelski,1
College English,Robert Yin,1
College English,Roberta Michnick Golinkoff,1
College English,Roberto A. Ferdman,1
College English,Robin Jeshion,1
College English,Robin M. Katz,1
College English,Robin Price,1
College English,Robin Varnum,1
College English,Robyn M. Rodriguez,1
College English,Rodman Wilson Paul,1
College English,Roger A. Fischer,1
College English,Roger Axtell,1
College English,Roger Crisp,1
College English,Rogers Brubaker,1
College English,Rollo Walter Brown,1
College English,Romy Clark,1
College English,Ron Chesbrough,1
College English,Ron Cowen,1
College English,Ron Smith,1
College English,Ron Von Burg,1
College English,Ronald A.T. Judy,1
College English,Ronald Brownstein,1
College English,Ronald D. Eller,1
College English,Ronald E. Riggio,1
College English,Ronald Heifetz,1
College English,Ronald J. Zboray,1
College English,Rory Ong,1
College English,Rosa Linda Fregoso,1
College English,Rosa Luxemburg,1
College English,Rosalie Slaughter Morton,1
College English,Rosalind C. Morris,1
College English,Rosalind Rosenberg,1
College English,Rose C. Feld,1
College English,Rosemary G. Feal,1
College English,Rosemary Hathaway,1
College English,Rosemary Moore,1
College English,Rosemary T. Van Arsdel,1
College English,Rosi Braidotti,1
College English,Ross Lewin,1
College English,Rossell Hope Robbins,1
College English,Rossell Hope Wolin,1
College English,Roy Flores,1
College English,Roy Furchgott,1
College English,Roy Ivan Johnson,1
College English,Royce Kimmons,1
College English,Rudolf Flesch,1
College English,Rudy Simone,1
College English,Ruediger Glott,1
College English,Russ Marion,1
College English,Russ McDonald,1
College English,Russ Shafer-Landau,1
College English,Russell Jackson,1
College English,Russell K. Durst,1
College English,Russell Rickford,1
College English,Rusty Barrett,1
College English,Ruth Douglass Campbell,1
College English,Ruth Mack,1
College English,Ruth Perry,1
College English,Ruth R. Wisse,1
College English,Ruth Whitman,1
College English,Ruth Wodak,1
College English,Ruth Zearfoss,1
College English,Ruven Ludvig,1
College English,Ryan Conrad,1
College English,Ryuko Kubota,1
College English,S. Michael Halloran,1
College English,S. Pit Corder,1
College English,Sabrina Marsh,1
College English,Sacha Yanow,1
College English,Sally Anne Duncan,1
College English,Sally Chandler,1
College English,Sally Landau,1
College English,Sally Miller Gearhart,1
College English,Sally Vaga,1
College English,Sam Gregory,1
College English,Sam Wineburg,1
College English,Samantha Frost,1
College English,Samaria Rice,1
College English,Sammie L. Morris,1
College English,Samuel Halperin,1
College English,Samuel Isseling,1
College English,Samuel Johnson,1
College English,Samuel Messick,1
College English,Samuel Myers,1
College English,Samuel Peter Orth,1
College English,Samuel Taylor Coleridge,1
College English,Sanda Umar,1
College English,Sandra Berkowitz,1
College English,Sandra D. Lane,1
College English,Sandra Harding,1
College English,Sandra K. Soto,1
College English,Sandra L. Tarabochia,1
College English,Sandra M. Gilbert,1
College English,Sandra M. Gustafson,1
College English,Sandra Maria Esteves,1
College English,Sandra Sotomayor,1
College English,Sandrine Berges,1
College English,Sara Ashley O’Brien,1
College English,Sara Corbett,1
College English,Sara Cushing Weigle,1
College English,Sara McKinnon,1
College English,Sara Ruddick,1
College English,Sarah Bilston,1
College English,Sarah Butrymowicz,1
College English,Sarah Coyne,1
College English,Sarah E. Igo,1
College English,Sarah Holmes,1
College English,Sarah J. Arroyo,1
College English,Sarah Laleman Ward,1
College English,Sarah Lucia Hoagland,1
College English,Sarah Luria,1
College English,Sarah Moore,1
College English,Sarah Pulliam Bailey,1
College English,Sarah Stanley,1
College English,Sarah W. Beck,1
College English,Saskia Sassen,1
College English,Scott Barnett,1
College English,Scott Jarvis,1
College English,Scott Jaschik,1
College English,Scott Lloyd DeWitt,1
College English,Scott McLeod,1
College English,Scott Wible,1
College English,Sean F. Reardon,1
College English,Sean Molloy,1
College English,Sean P. Murphy,1
College English,Sean Zdenek,1
College English,Septima Clark,1
College English,Sereeta Alexander,1
College English,Seth Long,1
College English,Seyla Benhabib,1
College English,Seán Burke,1
College English,Shannon C. Carter,1
College English,Shannon Walters,1
College English,Sharayna Douglas,1
College English,Sharon Estes,1
College English,Sharon Kim,1
College English,Sharon Kirsch,1
College English,Shawn Ramsey,1
College English,Shawna Shapiro,1
College English,Sheida White,1
College English,Sheilah E. Nicholas,1
College English,Sheldon George,1
College English,Shelly R. Roy,1
College English,Shelly Zegart,1
College English,Shenila Khoja-Moolji,1
College English,Shereen Inayatulla,1
College English,Sherrelle Walker,1
College English,Sherry Rankins-Robertson,1
College English,Sherry Turkle,1
College English,Sherry Wynn Perdue,1
College English,Sheryl Greenwood Gowen,1
College English,Shirley Geok-lin Lim,1
College English,Shirley K. Rose,1
College English,Shirley Kumove,1
College English,Shirley Sargent,1
College English,Shiva Vaidhyanathan,1
College English,Sholem Aleichem,1
College English,Shondel Nero,1
College English,Shouping Hunter,1
College English,Siddhartha Mukherjee,1
College English,Sieglinde Lemke,1
College English,Silvan Tomkins,1
College English,Simi Linton,1
College English,Simon Garfield,1
College English,Sir Ernest Gowers,1
College English,Siskanna Naynaha,1
College English,Siva Vaidhyanathan,1
College English,Sol Liptzin,1
College English,Solomon Zeitlin,1
College English,Sondra Perl,1
College English,Sonia M. Ospina,1
College English,Sonia Sikka,1
College English,Sonja K. Foss,1
College English,Sonya Atalay,1
College English,Soyica Colbert,1
College English,Stacey Patton,1
College English,Stacey Waite,1
College English,Staci M. Perryman-Clark,1
College English,Stacy Miller,1
College English,Stan A. Levitan,1
College English,Stan van Hooft,1
College English,Stanley Fish,1
College English,Stefan Evert,1
College English,Stefan Th Gries,1
College English,Stephanie A. Shields,1
College English,Stephanie Hartzell,1
College English,Stephanie Kerschbaum,1
College English,Stephanie Owen Fletcher,1
College English,Stephanie Vanderslice,1
College English,Stephanie Vandrick,1
College English,Stephanie Y. Evans,1
College English,Stephanie Young,1
College English,Stephen A. King,1
College English,Stephen A. Resnick,1
College English,Stephen César Aczona,1
College English,Stephen Doheny-Farina,1
College English,Stephen Fox,1
College English,Stephen Greenblatt,1
College English,Stephen Hess,1
College English,Stephen J. A. Ward,1
College English,Stephen J. McElroy,1
College English,Stephen J. Mexal,1
College English,Stephen J. Parks,1
College English,Stephen Jay Gould,1
College English,Stephen Jukuri,1
College English,Stephen L. Muzzatti,1
College English,Stephen M. Fishman,1
College English,Stephen Mailloux,1
College English,Stephen May,1
College English,Stephen P. Steinberg,1
College English,Stephen Prickett,1
College English,Stephen Quigley,1
College English,Stephen R. Barrett,1
College English,Stephen Ramsey,1
College English,Stephen Toulmin,1
College English,Stephen W. Lee,1
College English,Stephen Wilhoit,1
College English,Stephen Witte,1
College English,Stephen Yarbrough,1
College English,Sterling F Delano,1
College English,Steven Accardi,1
College English,Steven Bell,1
College English,Steven C. Menhart,1
College English,Steven C. Rockefeller,1
College English,Steven C. Ward,1
College English,Steven Connor,1
College English,Steven Epstein,1
College English,Steven Johnson,1
College English,Steven Lamos,1
College English,Steven M. North,1
College English,Steven Mailloux,1
College English,Stokely Carmichael,1
College English,Stow Pearsons,1
College English,Stuart Creighton Miller,1
College English,Stuart Evans,1
College English,Stuart Ewen,1
College English,Stuart Hall,1
College English,Stuart Kauffman,1
College English,Stuart MacMillan,1
College English,Stuart McGehee,1
College English,Stuart Murray,1
College English,Sue Carter,1
College English,Sue Carter Wood,1
College English,Sue Doe,1
College English,Sue Hum,1
College English,Sue Zschoche,1
College English,Summar C. Sparks,1
College English,Summer C. Sparks,1
College English,Sunita Mondal,1
College English,Susan Carole Funderburgh Jarratt,1
College English,Susan Delagrange,1
College English,Susan Gaigher,1
College English,Susan Gilmore Steiner,1
College English,Susan Hekman,1
College English,Susan Hill,1
College English,Susan Hunter,1
College English,Susan Kirtley,1
College English,Susan Lang,1
College English,Susan Nall Bales,1
College English,Susan Peck MacDonald,1
College English,Susan Pimentel,1
College English,Susan Porter Benson,1
College English,Susan Romano,1
College English,Susan S. Williams,1
College English,Susan Schulten,1
College English,Susan Stewart,1
College English,Susan Strasser,1
College English,Susan Strauss,1
College English,Susan Talburt,1
College English,Susan Tucker,1
College English,Susan Ware,1
College English,Susan Warner,1
College English,Susan Wendell,1
College English,Susan West,1
College English,Susannah McGowan,1
College English,Susanne Greenhalgh,1
College English,Suzanne Keen,1
College English,Suzanne Kesler Rumsey,1
College English,Suzanne M. Ashworth,1
College English,Suzanne Spring,1
College English,Svetlana Boym,1
College English,Sylvestre de Sacy,1
College English,Sylvia Holladay-Hicks,1
College English,Sylvia Hunter,1
College English,Taiyon Coleman,1
College English,Taiyon J. Coleman,1
College English,Talya Zemach-Bersin,1
College English,Tamara Lee Burton Lamm,1
College English,Tamera Marko,1
College English,Tamika L. Carey,1
College English,Tammy Horner,1
College English,Tammy Kernodle,1
College English,Tammy Mitgang,1
College English,Tania Murray Li,1
College English,Tanya Clement,1
College English,Tara McPherson,1
College English,Tarez S. Graban,1
College English,Tarleton Gillespie,1
College English,Tatiana Batova,1
College English,Tatiana De la Tierra,1
College English,Ted C. Lewellen,1
College English,Teena A.M. Carnegie,1
College English,Teju Cole,1
College English,Temple Grandin,1
College English,Teresa Brennan,1
College English,Terri S. Winters,1
College English,Terry Caesar,1
College English,Terry Cook,1
College English,Terry T. Ishitani,1
College English,Theda Perdue,1
College English,Theo van Leeuwen,1
College English,Theodore Kemper,1
College English,Theodore R. Schatzki,1
College English,Theodore Schultz,1
College English,Theresa Evans,1
College English,Theresa O’Halloran,1
College English,Theresa Perry,1
College English,Thomas Amorose,1
College English,Thomas Aquinas,1
College English,Thomas Bailey,1
College English,Thomas Barrett,1
College English,Thomas Bender,1
College English,Thomas Bull,1
College English,Thomas C. Leonard,1
College English,Thomas C. Russell,1
College English,Thomas Carlyle,1
College English,Thomas Charmichael,1
College English,Thomas Cole,1
College English,Thomas Cooke,1
College English,Thomas D. Seeley,1
College English,Thomas D. Snyder,1
College English,Thomas F. Soapes,1
College English,Thomas Farrell,1
College English,Thomas J. Kane,1
College English,Thomas J. Schlereth,1
College English,Thomas J. Sugrue,1
College English,Thomas K. Burkholder,1
College English,Thomas M. Alexander,1
College English,Thomas M. Lessl,1
College English,Thomas Miller,1
College English,Thomas Nast,1
College English,Thomas Nast St. Hill,1
College English,Thomas Newkirk,1
College English,Thomas R. Hietala,1
College English,Thomas Riedelsheimmer,1
College English,Thomas S. Johnson,1
College English,Thomas Sura,1
College English,Thomas Sutherland,1
College English,Thomas Wentworth Higginson,1
College English,Thomas Wildman,1
College English,Thomas Woodward,1
College English,Tialitha Macklin,1
College English,Tiffany K. Wayne,1
College English,Tiffany S. Lee,1
College English,Tillie Olsen,1
College English,Tim Allen,1
College English,Tim Behme,1
College English,Tim Cresswell,1
College English,Tim Goral,1
College English,Tim Ingold,1
College English,Tim Knauss,1
College English,Time Barrow,1
College English,Timothy Barney,1
College English,Timothy Blue,1
College English,Timothy Brosnahan,1
College English,Timothy Burke,1
College English,Timothy Crusius,1
College English,Timothy J. Lensmire,1
College English,Timothy Jennings-Bey,1
College English,Timothy Lockridge,1
College English,Timothy P. Jackson,1
College English,Timothy W. Crusius,1
College English,Tita G. Nurudeen,1
College English,Tiziana Terranova,1
College English,Todd Anten,1
College English,Todd DeStigter,1
College English,Todd H. Sundeen,1
College English,Todd Ruecker,1
College English,Todd Snyder,1
College English,Todd Taylor,1
College English,Tom Anderson,1
College English,Tom Fox,1
College English,Tom Keegan,1
College English,Tom Lumley,1
College English,Tom McCarthy,1
College English,Tom McNamara,1
College English,Tom Nesmith,1
College English,Tom Pyszczynski,1
College English,Tom Rollins,1
College English,Tom VanderArk,1
College English,Tomaro I. Taylor,1
College English,Tomas Fox,1
College English,Tomás Mario Kalmar,1
College English,Toni Cowan,1
College English,Toni Feder,1
College English,Toni Morrison,1
College English,Tony Attwood,1
College English,Tony Dudley-Evans,1
College English,Tony Silva,1
College English,Toril Moi,1
College English,Tracy Wilkinson,1
College English,Tray Hirata Edds,1
College English,Trevor Melia,1
College English,Trevor Parry-Giles,1
College English,Trip Gabriel,1
College English,TyAnna Herrington,1
College English,TyAnna K. Herrington,1
College English,Tyrus Hillway,1
College English,Ulla Connor,1
College English,Ulrich Beck,1
College English,Ulrich Teucher,1
College English,Ursula Wingate,1
College English,V. Y. Mudimbe,1
College English,Valerie Burton,1
College English,Valerie Kinloch,1
College English,Valerie R. Renegar,1
College English,Valerie Volcovici,1
College English,Vanessa Kraemer Sohan,1
College English,Vanessa Kramer Sohan,1
College English,Vera Loeb Stern,1
College English,Veronia Pantoja,1
College English,Veronica House,1
College English,Vershaw A. Young,1
College English,Vershawn Young,1
College English,Vetter Vetter,1
College English,Vician Cook,1
College English,Vicki Tolar Burton,1
College English,Victor Turner,1
College English,"Victor Villanueva, Jr.",1
College English,Victor Vitanza,1
College English,"Victor, Jr Villanueva",1
College English,Victoria Earle Matthews,1
College English,Victoria N. Salmon,1
College English,Victoria Tischio,1
College English,Vilém Flusser,1
College English,Vincent DeSanctis,1
College English,Vincente Rafael,1
College English,Virginia Chapell,1
College English,Virginia Kuhn,1
College English,Virginia Walcott Beauchamp,1
College English,Vivian Cook,1
College English,Vorris L. Nunley,1
College English,W. David Kingery,1
College English,W. E. B. Du Bois,1
College English,W. E. B. DuBois,1
College English,W. E. Burghardt DuBois,1
College English,W. G Mullan,1
College English,W. Keats Sparrow,1
College English,W. Nelson Francis,1
College English,W. Norton Grubb,1
College English,W. Ross Winterowd,1
College English,W. T. Couch,1
College English,W. W. Stevens,1
College English,W.M. King,1
College English,Wael Ghonim,1
College English,Wai Chee Dimock,1
College English,Walter L. Williams,1
College English,Walter Lippman,1
College English,Walter Simon,1
College English,Walter White,1
College English,Wan Shun Eva Lam,1
College English,Warren A. Nord,1
College English,Warren Bennis,1
College English,Warren Susman,1
College English,Watson Scott Swail,1
College English,Wayne Au,1
College English,Wayne E. Fuller,1
College English,Webb Keane,1
College English,Wei Song,1
College English,Wendy B. Sharer,1
College English,Wendy Brown,1
College English,Wendy Kozol,1
College English,Werner Stark,1
College English,Wesley Hogan,1
College English,Whitney Myers,1
College English,Wijnand van Tilburg,1
College English,Will Banks,1
College English,Will Chavez,1
College English,Will Duffy,1
College English,William Bowen,1
College English,William Bradley,1
College English,William C. Langdon,1
College English,William Carpenter,1
College English,William Cowper Prime,1
College English,William DiFazio,1
College English,William E. Huntziker,1
College English,William Elisha Stoker,1
College English,William Frost,1
College English,William G. Clark,1
College English,William G. Frost,1
College English,William G. Perry,1
College English,William Gerald McLoughlin,1
College English,William Giraldi,1
College English,William H. Chafe,1
College English,William Julius Wilson,1
College English,William Kurlinkus,1
College English,William L. Bowers,1
College English,William Labov,1
College English,William Lawson,1
College English,William Merrill Decker,1
College English,William O. Saas,1
College English,William Perry,1
College English,William Roy,1
College English,William Shaw,1
College English,William St. Clair,1
College English,William Stott,1
College English,William V. Spanos,1
College English,Willie Nelms,1
College English,Willinda H. Savage,1
College English,Winona LaDuke,1
College English,Wolfgang Schluchter,1
College English,Xiaoye You,1
College English,Xin Lu Gale,1
College English,Xinyue Zhou,1
College English,Yasemin Yildiz,1
College English,Yi Song,1
College English,Yi-Fu Tuan,1
College English,Yongyan Lim,1
College English,Yrjö Engeström,1
College English,Yu-Fang Cho,1
College English,Yu-Kyung Kang,1
College English,Yuet-Sim D. Chiang,1
College English,Yung-chen Hsu,1
College English,Yvonne Honeycutt Baldwin,1
College English,Z. A. Gilbert,1
College English,Zak Lancaster,1
College English,Zena Beth McGlashan,1
College English,Zeynep Tufekci,1
College English,Zia A. Yamayee,1
College English,Zoltan P. Majdik,1
College English,nan Aesop,1
College English,nan Afro-American Student Society of East Texas (ASSET),1
College English,nan Alyssa Z,1
College English,nan Andrew,1
College English,nan Appalshop,1
College English,nan Arifa,1
College English,nan Asma,1
College English,nan Austin,1
College English,nan Aysha,1
College English,nan Byuitgetsbetter,1
College English,nan Cherokee Nation,1
College English,nan D.F.,1
College English,nan Dr. Fatima,1
College English,nan Emily C,1
College English,nan Eric L,1
College English,nan Evans's,1
College English,nan G. S. C.,1
College English,nan Invisible Children,1
College English,nan JackieIrish,1
College English,nan Kabul Writers,1
College English,nan Kamilah,1
College English,nan Ladies Literary Society,1
College English,nan Mariam,1
College English,nan Marina and the Diamonds,1
College English,nan Marzia,1
College English,nan Nasima,1
College English,nan National Center for Lesbian Rights,1
College English,nan National Congress of American Indians,1
College English,nan O.W.H. [Oliver Wendell Holmes],1
College English,nan P. L. M.,1
College English,nan Pari,1
College English,nan Pausanias,1
College English,nan Quintilian,1
College English,nan Roblimo,1
College English,nan S. N. B.,1
College English,nan San Francisco Dykes on Bikes Women's Motorcycle Contingent,1
College English,nan Steck-Vaughn,1
College English,nan Tanta,1
College English,nan Tasala,1
College English,nan Taylor,1
College English,nan Thich Nhat Hanh,1
College English,nan TimT,1
College English,nan Tom Scocca@Twitter,1
College English,nan Virgil,1
College English,nan W.,1
College English,nan Women's Co-operative Guild,1
College English,nan Zakia H,1
College English,nan bethinaliquo,1
College English,nan rboylorn,1
College English,nan Ōiwi Press,1
College English,thomas Rickert,1
College English,Özlem Sensoy,1
Community Literacy Journal,Eli Goldblatt,6
Community Literacy Journal,Ellen Cushman,6
Community Literacy Journal,Linda Flower,6
Community Literacy Journal,Deborah Brandt,5
Community Literacy Journal,Jeffrey T. Grabill,5
Community Literacy Journal,Paula Mathieu,5
Community Literacy Journal,Brian V. Street,4
Community Literacy Journal,David Coogan,4
Community Literacy Journal,Derek Owens,4
Community Literacy Journal,Elenore Long,4
Community Literacy Journal,James Gee,4
Community Literacy Journal,Paul Feigenbaum,4
Community Literacy Journal,Paulo Freire,4
Community Literacy Journal,Pierre Bourdieu,4
Community Literacy Journal,Tobi Jacobi,4
Community Literacy Journal,Veronica House,4
Community Literacy Journal,Adela C. Licona,3
Community Literacy Journal,Anne Wheeler,3
Community Literacy Journal,Carol Berkenkotter,3
Community Literacy Journal,Charles Bazerman,3
Community Literacy Journal,Daphne Greenberg,3
Community Literacy Journal,David Barton,3
Community Literacy Journal,Diana George,3
Community Literacy Journal,Erving Goffman,3
Community Literacy Journal,Gloria Anzaldúa,3
Community Literacy Journal,Ira Shor,3
Community Literacy Journal,Jacqueline Jones Royster,3
Community Literacy Journal,James Paul Gee,3
Community Literacy Journal,John Ackerman,3
Community Literacy Journal,John Dewey,3
Community Literacy Journal,Kim Donehower,3
Community Literacy Journal,Lorraine Higgins,3
Community Literacy Journal,Malea Powell,3
