citing_publisher,cited_name,cited_name
Composition Studies,Elias Serna,1
Composition Studies,Eliphalet Oram Lyte,1
Composition Studies,Elizabeth Birr Moje,1
Composition Studies,Elizabeth Boquet,1
Composition Studies,Elizabeth Dilling,1
Composition Studies,Elizabeth Dutro,1
Composition Studies,Elizabeth Ellis,1
Composition Studies,Elizabeth Flynn,1
Composition Studies,Elizabeth Rankin,1
Composition Studies,Elizabeth Scherman,1
Composition Studies,Ella R. Bieze,1
Composition Studies,Ellen Andrews Knodt,1
Composition Studies,Ellen Carillo,1
Composition Studies,Ellen Forney,1
Composition Studies,Ellen Lavelle,1
Composition Studies,Ellen Somekawa,1
Composition Studies,Ellen W. Schrecker,1
Composition Studies,Emi Otsuji,1
Composition Studies,Emiel W. Owens,1
Composition Studies,Emilija Zlatkovska,1
Composition Studies,Emily Cooney,1
Composition Studies,Emily O. Wittman,1
Composition Studies,Emma Mincks,1
Composition Studies,Emma Mockford,1
Composition Studies,Emma Pérez,1
Composition Studies,Enrique Dussel,1
Composition Studies,Eric A. Havelock,1
Composition Studies,Eric Schroeder.,1
Composition Studies,Erik Ellis,1
Composition Studies,Erik H. Erikson,1
Composition Studies,Erik Juergensmeyer,1
Composition Studies,Erika McAslan,1
Composition Studies,Erin Bradley,1
Composition Studies,Erin Branch,1
Composition Studies,Erin Wilkey Oh,1
Composition Studies,Ernest Davis,1
Composition Studies,Ernest J. Hopkins,1
Composition Studies,Eszter Hargittai,1
Composition Studies,Eugene Lyons,1
Composition Studies,Eva Hoffman,1
Composition Studies,Evan Carton,1
Composition Studies,Evelyn Ashton-Jones,1
Composition Studies,Everett M. Rogers,1
Composition Studies,Eviatar Zerubavel,1
Composition Studies,F. David Peat,1
Composition Studies,Fabio Parasecoli,1
Composition Studies,Farhad Manjoo,1
Composition Studies,Faye Spencer-Maor,1
Composition Studies,Felix Guattari,1
Composition Studies,Ference Marton,1
Composition Studies,Fern Cayetano,1
Composition Studies,Fiona Doloughan,1
Composition Studies,Frances B. Holt-Underwood,1
Composition Studies,Frances Zak,1
Composition Studies,Francesca G.E Happé,1
Composition Studies,Francisco Zabaleta,1
Composition Studies,Francois Gouin,1
Composition Studies,Frank Coffield,1
Composition Studies,Frank Kermode,1
Composition Studies,Frank Pajares,1
Composition Studies,Frank S. Meyer,1
Composition Studies,Frank Serafini,1
Composition Studies,Frank W. Hale,1
Composition Studies,Frank W. Scott,1
Composition Studies,Franklin Folsom,1
Composition Studies,Franny Howes,1
Composition Studies,Frantz Fanon,1
Composition Studies,Fred Newton Scott,1
Composition Studies,Fred Spooner,1
Composition Studies,Frederick Rudolph,1
Composition Studies,Frédéric François,1
Composition Studies,G. Daniel Meyers,1
Composition Studies,G. Thomas Couser,1
Composition Studies,G.F.W Hegel,1
Composition Studies,Gabriel Sealey-Morris,1
Composition Studies,Gabriela Raquel Ríos,1
Composition Studies,Gabriela Segade,1
Composition Studies,Gabriella Gutiérrez y Muhs,1
Composition Studies,Gail Shuck,1
Composition Studies,Garrett Stewart,1
Composition Studies,Garson O’Toole,1
Composition Studies,Gary Birch,1
Composition Studies,Gary Tate,1
Composition Studies,Gary W. Small,1
Composition Studies,Gavriel Saloman,1
Composition Studies,Gayle Bell Chevigny,1
Composition Studies,Geert Hofstede,1
Composition Studies,Gena Bennett,1
Composition Studies,Gene R. Springs,1
Composition Studies,Genevieve Critel,1
Composition Studies,Geneviève Zarate,1
Composition Studies,Geoffrey A. Cross,1
Composition Studies,Geoffrey Hill,1
Composition Studies,George E. Walker,1
Composition Studies,George Eisler,1
Composition Studies,George H. Yater,1
Composition Studies,"George Hillocks, Jr",1
Composition Studies,George J. Leonard,1
Composition Studies,George Kuh,1
Composition Studies,George Lakoff,1
Composition Studies,George Lipsitz,1
Composition Studies,George Watt,1
Composition Studies,George Williams,1
Composition Studies,"George, Jr Hillocks",1
Composition Studies,Gerald A. Hauser,1
Composition Studies,Gerald Graff,1
Composition Studies,Gerald P. López,1
Composition Studies,Gerald Vizenor,1
Composition Studies,Gerard Genette,1
Composition Studies,Gesa E. Kirsch,1
Composition Studies,Gillian Whitlock,1
Composition Studies,Gina Walejko,1
Composition Studies,Giyatri Chakravorty Spivak,1
Composition Studies,Glen Retief,1
Composition Studies,Glenda Hull,1
Composition Studies,Glenn E. Parlmer,1
Composition Studies,Glenn Whitman,1
Composition Studies,Gloria E. Anzaldúa,1
Composition Studies,Gloria Howerton,1
Composition Studies,Graham Smart,1
Composition Studies,Grant Wiggins,1
Composition Studies,Granville Hicks,1
Composition Studies,Greg A. Giberson,1
Composition Studies,Greg Columb,1
Composition Studies,Greg Dickinson,1
Composition Studies,Greg Dimitriadis,1
Composition Studies,Gregorio Hernandez-Zamora,1
Composition Studies,Gregory J. Glau,1
Composition Studies,Gregory L. Ulmer,1
Composition Studies,Gregory M. Simon,1
Composition Studies,Gregory N. Price,1
Composition Studies,Gregory P. Krätzig,1
Composition Studies,Gregory S. Berns,1
Composition Studies,Gregory Shafer,1
Composition Studies,Gregory Steirer,1
Composition Studies,Gregory Ulmer,1
Composition Studies,Guillaume Gentil,1
Composition Studies,Guiseppe Getto,1
Composition Studies,Gustaf E. Karsten,1
Composition Studies,Gustavo Arellano,1
Composition Studies,H-Dirksen L. Bauman,1
Composition Studies,H. G. Widdowson,1
Composition Studies,H. Louis Ulman,1
Composition Studies,H. Samy Alim,1
Composition Studies,Haig A. Bosmajian,1
Composition Studies,Haivan Hoang,1
Composition Studies,Hak Joon Kim,1
Composition Studies,Hal Broberg,1
Composition Studies,Haley DeKorne,1
Composition Studies,Haley SweetlEdwards,1
Composition Studies,Hallie Quinn Brown,1
Composition Studies,Hannah Ashley,1
Composition Studies,Hans A. Andrews,1
Composition Studies,Hans-Harald Müller,1
Composition Studies,Harold Berlak,1
Composition Studies,Harold Seymour,1
Composition Studies,Harriet McBryde Johnson,1
Composition Studies,Harvey Kleht,1
Composition Studies,Harvey Mackay,1
Composition Studies,Harvey Weiner,1
Composition Studies,Heather Campbell,1
Composition Studies,Heather Smith,1
Composition Studies,Hee-Jong Ihm,1
Composition Studies,Heidi A. McKee,1
Composition Studies,Heidi M. Rose,1
Composition Studies,Heirdi Estrem,1
Composition Studies,Helen Rothschild Ewald,1
Composition Studies,Helen Sword,1
Composition Studies,Henrik Ibsen,1
Composition Studies,Henry A. Giroux,1
Composition Studies,Henry Barnard,1
Composition Studies,Henry G. Widdowson,1
Composition Studies,Henry H. Goldberger,1
Composition Studies,Henry T. Baker,1
Composition Studies,Hephzibah Roskelly,1
Composition Studies,Herbert J. Rubin,1
Composition Studies,Herbert Marsh,1
Composition Studies,Herman Estrin,1
Composition Studies,Herman Remmers,1
Composition Studies,Herman van den Bosch,1
Composition Studies,Hilary Putnam,1
Composition Studies,Hildy Miller,1
Composition Studies,Hiram Bradford Farmer,1
Composition Studies,Holland Roberts,1
Composition Studies,Hollie Gustke,1
Composition Studies,Homi Bhabha,1
Composition Studies,Hope Hale Davis,1
Composition Studies,Hossein Nassaji,1
Composition Studies,Howard Blume,1
Composition Studies,Howard C. Hill,1
Composition Studies,Howard Gardner,1
Composition Studies,Howard Zinn,1
Composition Studies,Huey Crisp,1
Composition Studies,Hugh Mehan,1
Composition Studies,Hui-Tzu Min,1
Composition Studies,I. Elaine Allen,1
Composition Studies,I.A. Richards,1
Composition Studies,I.S.P. Nation,1
Composition Studies,Ian Bogost,1
Composition Studies,Ian Hacking,1
Composition Studies,Ian Hague,1
Composition Studies,Icy Lee,1
Composition Studies,Ido Kedar,1
Composition Studies,Igor Kopytoff,1
Composition Studies,Inderpal Grewal,1
Composition Studies,Ira Shor,1
Composition Studies,Irene L. Clark,1
Composition Studies,Iris D. Ruiz,1
Composition Studies,Iris Ruiz,1
Composition Studies,Irvin Peckham,1
Composition Studies,Irving Seidman,1
Composition Studies,Irwin Weiser,1
Composition Studies,Isabel Baca,1
Composition Studies,Isabelle Thompson,1
Composition Studies,Isabelle Tompson,1
Composition Studies,Isaiah Simpson,1
Composition Studies,Isis Artze-Vega,1
Composition Studies,Ivonne M. García,1
Composition Studies,J. A. Haendiges,1
Composition Studies,J. A. Harrison,1
Composition Studies,J. Blaine Hudson,1
Composition Studies,J. Blake Scott,1
Composition Studies,J. Edgar Hoover,1
Composition Studies,J. Keidaisch,1
Composition Studies,J. L. Dillard,1
Composition Studies,J. M. Berkey,1
Composition Studies,J. Richard Landis,1
Composition Studies,J.D. Schraffenberger,1
Composition Studies,Jack Selzer,1
Composition Studies,Jack Tenney,1
Composition Studies,Jackie Grutsch McKinney,1
Composition Studies,Jaclyn Wells,1
Composition Studies,Jacqueline Rhodes,1
Composition Studies,Jacquelyn L. Bridgeman,1
Composition Studies,Jacques Derrida,1
Composition Studies,Jaime Armin Mejia,1
Composition Studies,Jaime Armin Mejía,1
Composition Studies,Jamaica Kincaid,1
Composition Studies,James Beard,1
Composition Studies,James Britton,1
Composition Studies,James D. Marshall,1
Composition Studies,James Deetz,1
Composition Studies,James Ferguson,1
Composition Studies,James I. Charleton,1
Composition Studies,James Kalmbach,1
Composition Studies,James L. Kastely,1
Composition Studies,James L. Kinneavy,1
Composition Studies,James McBride,1
Composition Studies,James Olney,1
Composition Studies,James P. Gee,1
Composition Studies,James Phelan,1
Composition Studies,James R. Griesemer,1
Composition Studies,James Simon,1
Composition Studies,James Sledd,1
Composition Studies,James Slevin,1
Composition Studies,James Surowiecki,1
Composition Studies,James V. Catano,1
Composition Studies,James W. Pennebaker,1
Composition Studies,Jamshed Bharucha,1
Composition Studies,Jan-Melissa Schramm,1
Composition Studies,Jane Bennett,1
Composition Studies,Jane Blommaert,1
Composition Studies,Jane Detweiler,1
Composition Studies,Jane Greer,1
Composition Studies,Jane Hunn,1
Composition Studies,Jane Nagle,1
Composition Studies,Jane Zeni,1
Composition Studies,Janet A. EMig,1
Composition Studies,Janet A. Emig,1
Composition Studies,Janet Alsup,1
Composition Studies,Janet K. Swim,1
Composition Studies,Janet M. Cramer,1
Composition Studies,Janice Carello,1
Composition Studies,Janice Gould,1
Composition Studies,Janice Redish,1
Composition Studies,Janis Tedesco Haswell,1
Composition Studies,Jared Gardner,1
Composition Studies,Jarrett L. Carter,1
Composition Studies,Jas H. McClintock,1
Composition Studies,Jasmine Kar Tang,1
Composition Studies,Jason Helms,1
Composition Studies,Jason Swarts,1
Composition Studies,Javier Cabral,1
Composition Studies,Jay Heinrichs,1
Composition Studies,Jay Parkes,1
Composition Studies,Jaye Fenderson,1
Composition Studies,Jean C. Williams,1
Composition Studies,Jean Emile Gombert,1
Composition Studies,Jean François Lyotard,1
Composition Studies,Jean Lave,1
Composition Studies,Jean Sheridan,1
Composition Studies,Jean-Paul Nadeau,1
Composition Studies,Jean-Paul Sartre,1
Composition Studies,Jeanne Baudrillard,1
Composition Studies,Jeanne Fahnestock,1
Composition Studies,Jeanne Gunner,1
Composition Studies,Jeanne M. Rose,1
Composition Studies,Jeanne Rouverol,1
Composition Studies,Jeanne Weiland Herrick,1
Composition Studies,Jeff Anderson,1
Composition Studies,Jeff Evans,1
Composition Studies,Jeff Parks,1
Composition Studies,Jeffrey A. Bacha,1
Composition Studies,Jeffrey Berman,1
Composition Studies,Jeffrey J. Selingo,1
Composition Studies,Jeffrey M. Pilcher,1
Composition Studies,Jeffrey Mirel,1
Composition Studies,Jeffrey Sommers,1
Composition Studies,Jen Michaels,1
Composition Studies,Jen Schradie,1
Composition Studies,Jennie Nelson,1
Composition Studies,Jennifer Arias,1
Composition Studies,Jennifer Bay,1
Composition Studies,Jennifer Beech,1
Composition Studies,Jennifer D. Turner,1
Composition Studies,Jennifer Henderlong,1
Composition Studies,Jennifer P. Gray,1
Composition Studies,Jennifer S. Trainor,1
Composition Studies,Jennifer Sano-Franchini,1
Composition Studies,Jennifer Seibel Trainor,1
Composition Studies,Jennifer Sinor,1
Composition Studies,Jennifer Trainor,1
Composition Studies,Jens Manuel Krogstad,1
Composition Studies,Jeremiah Dyehouse,1
Composition Studies,Jeremy D. Popkin,1
Composition Studies,Jeremy Tirrell,1
Composition Studies,Jerome Bruner,1
Composition Studies,Jerome S. Bruner,1
Composition Studies,Jerome s. Bruner,1
Composition Studies,Jerry B. Jenkins,1
Composition Studies,Jerry Won Lee,1
Composition Studies,Jesse Rigelhaupt,1
Composition Studies,Jessica Abel,1
Composition Studies,Jessica Martínez,1
Composition Studies,Jessica Restaino,1
Composition Studies,Jie Zong,1
Composition Studies,Jill Burstein,1
Composition Studies,Jill Lepore,1
Composition Studies,Jillian Donahoe,1
Composition Studies,Jim Dubinsky,1
Composition Studies,Jim Fuite,1
Composition Studies,Jim Nugent,1
Composition Studies,Jo Mackiewicz,1
Composition Studies,Jo Markiewicz,1
Composition Studies,JoAnne Yates,1
Composition Studies,Joan Bolker,1
Composition Studies,Joan Nathan,1
Composition Studies,Joanne Addison,1
Composition Studies,Joanne Jacobs,1
Composition Studies,Joanne M. Podis,1
Composition Studies,Joannie Fowlie,1
Composition Studies,Jochen Handschuh,1
Composition Studies,Jodi Kantor,1
Composition Studies,Jodie Lawston,1
Composition Studies,Joe Erickson,1
Composition Studies,Joe Lavin,1
Composition Studies,Joe Sacco,1
Composition Studies,Joel Ager,1
Composition Studies,Joel Block,1
Composition Studies,Johan A. Lundin,1
Composition Studies,John B. Newman,1
Composition Studies,John B. Thompson,1
Composition Studies,John Barth,1
Composition Studies,John Brockman,1
Composition Studies,John C. Brereton,1
Composition Studies,John Centra,1
Composition Studies,John D. Bransford,1
Composition Studies,John D. Foster,1
Composition Studies,John D. Ramage,1
Composition Studies,John D. Warrington,1
Composition Studies,John Dewey,1
Composition Studies,John Edwards,1
Composition Studies,John Elder Robison,1
Composition Studies,John Flowerdew,1
Composition Studies,John Franklin Genung,1
Composition Studies,John G. Nichols,1
Composition Studies,John Godolphin Bennett,1
Composition Studies,John Hall,1
Composition Studies,John Hasnas,1
Composition Studies,John Hayes,1
Composition Studies,John J. Mahoney,1
Composition Studies,John J. Ruszkiewicz,1
Composition Studies,John L. Austin,1
Composition Studies,John Logie,1
Composition Studies,John Louis Lucaites,1
Composition Studies,John M. Ackerman,1
Composition Studies,John M. Penrose,1
Composition Studies,John M. Swales,1
Composition Studies,John Mauk,1
Composition Studies,John Ogden,1
Composition Studies,John Procter,1
Composition Studies,John R. Rickford,1
Composition Studies,John R. Searle,1
Composition Studies,John R. Thelin,1
Composition Studies,John Reeve,1
Composition Studies,John S. Hedgcock,1
Composition Studies,John Sandman,1
Composition Studies,John Scenters-Zapico,1
Composition Studies,John Schilb,1
Composition Studies,John Stuart Miller,1
Composition Studies,John Swales,1
Composition Studies,John T. Gage,1
Composition Studies,John T. Vance,1
Composition Studies,John Thelin,1
Composition Studies,John Tinnell,1
Composition Studies,John U. Ogbu,1
Composition Studies,John W. French,1
Composition Studies,John Walker,1
Composition Studies,John Wallace,1
Composition Studies,Johnathon Mauk,1
Composition Studies,Johndan Johnson-Eilola,1
Composition Studies,Jolene D. Smyth,1
Composition Studies,Jon Baio,1
Composition Studies,Jonathan A. Obar,1
Composition Studies,Jonathan Fine,1
Composition Studies,Jonathan Mauk,1
Composition Studies,Jonathan Safran Foer,1
Composition Studies,Jonathon N. Cummings,1
Composition Studies,Joni Spurlin,1
Composition Studies,Joonna Smithermann Trapp,1
Composition Studies,Joop J. Hox,1
Composition Studies,Jorge Luis Borges,1
Composition Studies,Jose Dalisay,1
Composition Studies,Jose Vasconcelos,1
Composition Studies,Joseph A. Maxwell,1
Composition Studies,Joseph Comprone,1
Composition Studies,Joseph F. Kett,1
Composition Studies,Joseph F. Kras,1
Composition Studies,Joseph J. Horak,1
Composition Studies,Joseph Leibowicz,1
Composition Studies,Joseph M. Harris,1
Composition Studies,Joseph R. Teller,1
Composition Studies,Joseph Roach,1
Composition Studies,Joseph Witek,1
Composition Studies,Joseph Yannuzzi,1
Composition Studies,Josh Boldt,1
Composition Studies,Joshua Cuevas,1
Composition Studies,Joshua Frye,1
Composition Studies,Joshua P. Kutney,1
Composition Studies,Joshua Thoms,1
Composition Studies,Joyce Kinkead,1
Composition Studies,Joyce Locke Carter,1
Composition Studies,Joyce R. Walker,1
Composition Studies,Juan M. Madera,1
Composition Studies,Juan Rodriguez,1
Composition Studies,Juanita M. Smart,1
Composition Studies,Judith A. Langer,1
Composition Studies,Judith Butler,1
Composition Studies,Judith Halberstam,1
Composition Studies,Judith Herman,1
Composition Studies,Judy Kalman,1
Composition Studies,Judy Karasik,1
Composition Studies,Jules David Prown,1
Composition Studies,Julia Bascom,1
Composition Studies,Julia Child,1
Composition Studies,Julia Kiernan,1
Composition Studies,Julia Miele Rodas,1
Composition Studies,Julia Voss,1
Composition Studies,Julie Ballantyne,1
Composition Studies,Julie Ellison,1
Composition Studies,Julie Gerdes,1
Composition Studies,Julie Hughes,1
Composition Studies,Julie M. Barst,1
Composition Studies,Julie Nelson Christoph,1
Composition Studies,Julie Prebel,1
Composition Studies,Julie Ray,1
Composition Studies,Julie Tyios,1
Composition Studies,Juliet Corbin,1
Composition Studies,Julio Roca de Larios,1
Composition Studies,Jurgen Herbst,1
Composition Studies,K. Ann Renninger,1
Composition Studies,K. Patricia Cross,1
Composition Studies,K.J. Rawson,1
Composition Studies,Kaitlin Clinnin,1
Composition Studies,Kami Day,1
Composition Studies,Kara Poe Alexander,1
Composition Studies,Karen Barad,1
Composition Studies,Karen Graves,1
Composition Studies,Karen Keaton Jackson,1
Composition Studies,Karen Klein,1
Composition Studies,Karen Lunsford,1
Composition Studies,Karen Manarin,1
Composition Studies,Karen Ogulnick,1
Composition Studies,Karen Rowan,1
Composition Studies,Karin Kukkonen,1
Composition Studies,Kate Manuel,1
Composition Studies,Kate Ronald,1
Composition Studies,Kate Seltzer,1
Composition Studies,Katherine L. Hughes,1
Composition Studies,Katherine M. DeLuca,1
Composition Studies,Katherine V. Wills,1
Composition Studies,Kathleen Absolon,1
Composition Studies,Kathleen Dunn De Mers,1
Composition Studies,Kathleen E. Welch,1
Composition Studies,Kathleen Fitzpatrick,1
Composition Studies,Kathleen Hanggi,1
Composition Studies,Kathleen M. Bailey,1
Composition Studies,Kathleen M. Hunzer,1
Composition Studies,Kathleen McCormick,1
Composition Studies,Kathleen Ogle,1
Composition Studies,Kathryn Rentz,1
Composition Studies,Kathryn Riley,1
Composition Studies,Kathryn Young,1
Composition Studies,Kati Fargo Ahern,1
Composition Studies,Katie Clinton,1
Composition Studies,Katie Conboy,1
Composition Studies,Katie Monnin,1
Composition Studies,Katrine M. Powell,1
Composition Studies,Katy E. Pearce,1
Composition Studies,Kay C. Dee,1
Composition Studies,Kay M. Losey,1
Composition Studies,Kayan G.,1
Composition Studies,Kedra Laverne James,1
Composition Studies,Keith Grant-Davie,1
Composition Studies,Keith Hjortshoj,1
Composition Studies,Kelley Massoni,1
Composition Studies,Kelly Belanger,1
Composition Studies,Kelly Gallagher,1
Composition Studies,Ken Macrocrie,1
Composition Studies,Kenna Barrett,1
Composition Studies,Kenna del Sol,1
Composition Studies,Kenneth A. Feldman,1
Composition Studies,Kenneth J. Moynihan,1
Composition Studies,Kenny Fries,1
Composition Studies,Kerri Smith,1
Composition Studies,Kerry Ann Rockquemore,1
Composition Studies,Kerry Dirk,1
Composition Studies,Kevin A. Hallgren,1
Composition Studies,Kevin Barksdale,1
Composition Studies,Kevin Brooks,1
Composition Studies,Kevin DePew,1
Composition Studies,Kevin J. Porter,1
Composition Studies,Kevin M. Davis,1
Composition Studies,Kimberle Crenshaw,1
Composition Studies,Kimberly A. Costino,1
Composition Studies,King Beach,1
Composition Studies,Kingsley Bolton,1
Composition Studies,Kirk Jeffrey,1
Composition Studies,Kirsti Cole,1
Composition Studies,Knut Hagtvet,1
Composition Studies,Kory Lawson Ching,1
Composition Studies,Kouider Mokhtari,1
Composition Studies,Kouji Hayateno,1
Composition Studies,Koun Yamada,1
Composition Studies,Krista Kennedy,1
Composition Studies,Kristen Lindgren,1
Composition Studies,Kristen Suchor,1
Composition Studies,Kristie S. Flechenstein,1
Composition Studies,Kristin Ressel,1
Composition Studies,Kristina Lambright,1
Composition Studies,Kristine Hansen,1
Composition Studies,Kristy Elizabeth Boyer,1
Composition Studies,Krystin Acho,1
Composition Studies,Kurt Lewin,1
Composition Studies,Kurt Schick,1
Composition Studies,Kurt Spellmeyer,1
Composition Studies,Kwame Anthony Appiah,1
Composition Studies,L. Andrew Cooper,1
Composition Studies,L.J. Rettger,1
Composition Studies,Lan Dong,1
Composition Studies,Landon Reid,1
Composition Studies,Lane Cooper,1
Composition Studies,Lara Lomicka,1
Composition Studies,Larry Weinstein,1
Composition Studies,Latrise P. Johnson,1
Composition Studies,Laura Beerits,1
Composition Studies,Laura Capotosto,1
Composition Studies,Laura Gonzales,1
Composition Studies,Laura Gray-Rosendale,1
Composition Studies,Laura P. Graham,1
Composition Studies,Laura Pappano,1
Composition Studies,Laura W. Perna,1
Composition Studies,Laurel Westbrook,1
Composition Studies,Lauren Collins,1
Composition Studies,Laurence R. Veysey,1
Composition Studies,Laurent Gajo,1
Composition Studies,Laurie Bauer,1
Composition Studies,Laurie E. Gries,1
Composition Studies,Lawrence A. Cremin,1
Composition Studies,Lawrence Douglas,1
Composition Studies,Leah A. Lievrouw,1
Composition Studies,Leah Levenson,1
Composition Studies,Leanne B. Warshauer,1
Composition Studies,Leasa Burton,1
Composition Studies,Lee Ann Carroll,1
Composition Studies,Lee Nickoson-Massey,1
Composition Studies,Lee S. Hultzen,1
Composition Studies,Lee Shulman,1
Composition Studies,Leeann Hunter,1
Composition Studies,Leigh A. Jones,1
Composition Studies,Leland McCleary,1
Composition Studies,Lennard J. Davis,1
Composition Studies,Leo Parascondola,1
Composition Studies,Leon Festinger,1
Composition Studies,Leon de Kock,1
Composition Studies,Leonard Cassuto,1
Composition Studies,Leonard Rifas,1
Composition Studies,Lesley A. Rex,1
Composition Studies,Lesley Bartlett,1
Composition Studies,Lesley Roessing,1
Composition Studies,Leslie Bartlett,1
Composition Studies,Leslie Milroy,1
Composition Studies,Lester C. Olson,1
Composition Studies,Lev Manovich,1
Composition Studies,Lev Semenovich Vygotsky,1
Composition Studies,LewEllyn Hallett,1
Composition Studies,Lia D. Kami-Stein,1
Composition Studies,Libby Miles,1
Composition Studies,Liesl Schwabe,1
Composition Studies,Lillian Bridwell-Bowles,1
Composition Studies,Limarys Caraballo,1
Composition Studies,Linda Alcoff,1
Composition Studies,Linda Bergmann,1
Composition Studies,Linda Bradley,1
Composition Studies,Linda Feldmeier White,1
Composition Studies,Linda Hecker.,1
Composition Studies,Linda K. Shamoon,1
Composition Studies,Linda L. Shaw,1
Composition Studies,Linda Muñoz Zehr,1
Composition Studies,Linda Price,1
Composition Studies,Linda Raymond,1
Composition Studies,Linda S. Bergmann,1
Composition Studies,Linda S. Flower,1
Composition Studies,Linda Tuhiwai Smith,1
Composition Studies,Linda Tuiwai Smith,1
Composition Studies,Lindal Buchanan,1
Composition Studies,Lindsay Green McManus,1
Composition Studies,Lindsay Sabatino,1
Composition Studies,Lindsey Ives,1
Composition Studies,Liora Givon,1
Composition Studies,Lisa Brooks,1
Composition Studies,Lisa Cahill,1
Composition Studies,Lisa D. Delpit,1
Composition Studies,Lisa Delpit,1
Composition Studies,Lisa M. Mitchell,1
Composition Studies,Lisa Nakamura,1
Composition Studies,Lisa R. Bosley,1
Composition Studies,Liz Murphy,1
Composition Studies,Lois Matz Rosen,1
Composition Studies,Lorelei Lingard,1
Composition Studies,Lorena Llosa,1
Composition Studies,Lorenzo D. Turner,1
Composition Studies,Lorenzo Veracini,1
Composition Studies,Loretta Gray,1
Composition Studies,Lori J. Vogelgesang,1
Composition Studies,Lori Salem,1
Composition Studies,Lorraine D. Higgins,1
Composition Studies,Louis Budenz,1
Composition Studies,Louis Menand,1
Composition Studies,Louis Round Wilson,1
Composition Studies,Louis T. Milic,1
Composition Studies,Louise DeSalvo,1
Composition Studies,Louise Wetherbee Phelps,1
Composition Studies,Lourdes Martínez-Echazábal,1
Composition Studies,Lubna Nafees,1
Composition Studies,Lucas Layman,1
Composition Studies,Luciana C. de Oliveira,1
Composition Studies,Luciana Junqueira,1
Composition Studies,Lucille Parkinson McCarthy,1
Composition Studies,Lucille Schultz,1
Composition Studies,Luis C. Moll,1
Composition Studies,Luka Pejanovic,1
Composition Studies,Luke Winslow,1
Composition Studies,Lynell Burmark,1
Composition Studies,Lynn Bloom,1
Composition Studies,Lynn Gordon,1
Composition Studies,Lynn Waterhouse,1
Composition Studies,Lynée Lewis Gaillet,1
Composition Studies,Lyz Lenz,1
Composition Studies,M. A. K. Halliday,1
Composition Studies,M. Catherine Jonet,1
Composition Studies,M. Jimmie Killingsworth,1
Composition Studies,M. M. Bakhtin,1
Composition Studies,M. Mitchell Waldrop,1
Composition Studies,M. NourbeSe Philip,1
Composition Studies,M.M. Bakhtin,1
Composition Studies,Madeleine Sorapure,1
Composition Studies,Maeve Duggan,1
Composition Studies,Maja Wilson,1
Composition Studies,Malgorzata S. Zywno,1
Composition Studies,Mallory Young,1
Composition Studies,Manuel de Vega,1
Composition Studies,Marcel Detienne,1
Composition Studies,Marcel O'Gorman,1
Composition Studies,Marcia Belcheir,1
Composition Studies,Marcia Davis,1
Composition Studies,Marcyliena Morgan,1
Composition Studies,Margalit Fox,1
Composition Studies,Margaret A. Syverson,1
Composition Studies,Margaret Hunter,1
Composition Studies,Margaret J. Finders,1
Composition Studies,Margaret M. Strain,1
Composition Studies,Margaret Syverson,1
Composition Studies,Margaret Tebo-Messina,1
Composition Studies,Maria Brunette,1
Composition Studies,Maria Novotny,1
Composition Studies,Maria Popova,1
Composition Studies,Maria Tymoczko,1
Composition Studies,Marian M. MacCurdy,1
Composition Studies,Marie Paretti,1
Composition Studies,Marie-Madeleine de Gaulmyn,1
Composition Studies,Marilyn Cooper,1
Composition Studies,Mariolina Rizzi Salvatori,1
Composition Studies,Mariolina Salvatori,1
Composition Studies,Marissa Smith,1
Composition Studies,Marjane Satrapi,1
Composition Studies,Marjorie Roemer,1
Composition Studies,Mark A. Lewis,1
Composition Studies,Mark A. VanOverbeke,1
Composition Studies,Mark Blaauw-Hara,1
Composition Studies,Mark C. Carnes,1
Composition Studies,Mark Crilley,1
Composition Studies,Mark Day,1
Composition Studies,Mark Edmundson,1
Composition Studies,Mark H. Davis,1
Composition Studies,Mark Hugo Lopez,1
Composition Studies,Mark Johnson,1
Composition Studies,Mark K. Osbeck,1
Composition Studies,Mark Mullen,1
Composition Studies,Mark P. Orbe,1
Composition Studies,Mark R. Forehand,1
Composition Studies,Mark Roberge,1
Composition Studies,Mark Warschauer,1
Composition Studies,Marshall W. Jr Alcorn,1
Composition Studies,Marta Miranda,1
Composition Studies,Martell L. Teasley,1
Composition Studies,Martha C. Howell,1
Composition Studies,Martha Evens,1
Composition Studies,Martha Kolln,1
Composition Studies,Martha Nussbaum,1
Composition Studies,Marthann Schulte,1
Composition Studies,Martin H. Fischer,1
Composition Studies,Martin L. Hoffman,1
Composition Studies,Martin Müller,1
Composition Studies,Martina Kadmon,1
Composition Studies,Marvin E. Gettleman,1
Composition Studies,Marvin W. Peterson,1
Composition Studies,Mary Ann Cain,1
Composition Studies,Mary Dixon,1
Composition Studies,Mary Fuller,1
Composition Studies,Mary Hocks,1
Composition Studies,Mary Jane Sheffet,1
Composition Studies,Mary Marshall Rand Culp,1
Composition Studies,Mary N. Wollstonecraft,1
Composition Studies,Mary Rose O'Reilley,1
Composition Studies,Mary Rose O'Reilly,1
Composition Studies,Mary Schleppegrell,1
Composition Studies,Marybeth Gasman,1
Composition Studies,Matthew Bunce,1
Composition Studies,Matthew D. Barton,1
Composition Studies,Matthew Heard,1
Composition Studies,Matthew Henningsen,1
Composition Studies,Matthew J. Hammill,1
