citing_publisher,cited_name,cited_total
CCC,Elizabeth Wardle,6
CCC,Anis Bawarshi,5
CCC,Cynthia L. Selfe,5
CCC,Ellen Cushman,5
CCC,Jacqueline Jones Royster,5
CCC,Jacqueline Rhodes,5
CCC,Kara Taczak,5
CCC,Jeffrey T. Grabill,4
CCC,Jody Shipka,4
CCC,John Trimbur,4
CCC,Jonathan Alexander,4
CCC,Josipa Roksa,4
CCC,Kathleen Blake Yancey,4
CCC,Min-Zhan Lu,4
CCC,Andrea Lunsford,3
CCC,Brenda Jo Brueggemann,3
CCC,Carl Whithaus,3
CCC,Charles Moran,3
CCC,Cynthia Lewiecki Wilson,3
CCC,Danielle Nicole DeVoss,3
CCC,Doug Downs,3
CCC,Duane Roen,3
CCC,Etienne Wenger,3
CCC,Gesa E. Kirsch,3
CCC,Howard Tinberg,3
CCC,Irwin Weiser,3
CCC,J.A. Rice,3
CCC,Janet Zepernick,3
CCC,Jennifer Wells,3
CCC,Jessica Enoch,3
CCC,John R. Hayes,3
CCC,Joyce R. Walker,3
CCC,Krista Ratcliffe,3
CCC,Kristine Hansen,3
CCC,Liane Robertson,3
CCC,Lil Brannon,3
CCC,Linda Adler-Kassner,3
CCC,Liz Rohan,3
CCC,Marcia Curtis,3
CCC,Mary Jo Reiff,3
CCC,Michael Vastola,3
CCC,Terry Myers Zawacki,3
CCC,Adrian J. Wurr,2
CCC,Alex McLeod,2
CCC,Allison Harl,2
CCC,Amy Devitt,2
CCC,Anne Ruggles Gere,2
CCC,Anne-Marie Hall,2
CCC,Anselm L. Strauss,2
CCC,Barbara L’Eplattenier,2
CCC,Barbara Sherr Roswell,2
CCC,Barry M. Maid,2
CCC,Brian Huot,2
CCC,Bridget Ng’andu,2
CCC,Bruce Horner,2
CCC,Carolyn Calloway Thomas,2
CCC,Cathy Birkenstein,2
CCC,Cathy Fleischer,2
CCC,Cheryl Geisler,2
CCC,Christian R. Weisser,2
CCC,Christiane Donahue,2
CCC,Christina Ortmeier-Hooper,2
CCC,Cindy Moore,2
CCC,Craig Baehr,2
CCC,David Reamer,2
CCC,Deborah Minter,2
CCC,Debra Hawhee,2
CCC,Elaine Richardson,2
CCC,Elizabeth A. Wardle,2
CCC,Elizabeth Tryon,2
CCC,Elizabeth Vander Lei,2
CCC,Félix Guattari,2
CCC,Gary Rhoades,2
CCC,Gavriel Salomon,2
CCC,Geneva Smitherman,2
CCC,Geoffrey Sirc,2
CCC,Gerald Graff,2
CCC,Glenn Blalock,2
CCC,Gregory R. Glau,2
CCC,Gretchen Flesher Moon,2
CCC,Harold Rosen,2
CCC,Irene Clark,2
CCC,James E. Porter,2
CCC,James Gee,2
CCC,James H. Conrad,2
CCC,James Porter,2
CCC,Janna Fox,2
CCC,Jason Thompson,2
CCC,Jean C. Williams,2
CCC,Jeffrey M. Ringer,2
CCC,Jessie Moore,2
CCC,Joanne Baird Giordano,2
CCC,John Schilb,2
CCC,Johndan Johnson-Eilola,2
CCC,Jordynn Jack,2
CCC,Joyce Kinkead,2
CCC,Kara Poe Alexander,2
CCC,Karen Lunsford,2
CCC,Karen Strohm Kitchener,2
CCC,L. Lee Forsberg,2
CCC,Laura Aull,2
CCC,Laura R. Micciche,2
CCC,Lee Forsberg,2
CCC,Les Perelman,2
CCC,Linda Flower,2
CCC,Lisa Ede,2
CCC,Lucie Olbrechts-Tyteca,2
CCC,M.Kevin Eagan,2
CCC,Mark Johnson,2
CCC,Marlene Scardamalia,2
CCC,Mary Kalantzis,2
CCC,Michael Holzman,2
CCC,Michael Salvo,2
CCC,Mike Palmquist,2
CCC,Moisés Damián Perales Escudero,2
CCC,Mya Poe,2
CCC,Nancy Martin,2
CCC,Nathaniel Rivers,2
CCC,Nick Pollard,2
CCC,Nicole Brown,2
CCC,Pamela Takayoshi,2
CCC,Patricia A. Sullivan,2
CCC,Patricia Donahue,2
CCC,Patricia Sullivan,2
CCC,Paul R. Meyer,2
CCC,Peggy O’Neill,2
CCC,Peter Elbow,2
CCC,Peter Mortensen,2
CCC,Peter Vandenberg,2
CCC,Phil Hodkinson,2
CCC,Richard Grusin,2
CCC,Richard Haswell,2
CCC,Rochelle L. Rodrigo,2
CCC,Ronda Leathers Dively,2
CCC,Ryan P. Weber,2
CCC,Sheridan Blau,2
CCC,Sherry Lee Linkon,2
CCC,Sue Hum,2
CCC,Susan C. Jarratt,2
CCC,Susan H. McLeod,2
CCC,Susanmarie Harrington,2
CCC,Theresa Enos,2
CCC,Thomas Rickert,2
CCC,Tony Burgess,2
CCC,Tony Scott,2
CCC,Trevor Owens,2
CCC,Zak Lancaster,2
CCC,eds ,2
CCC,eds. ,2
CCC, Beaugrande,1
CCC, Dijck,1
CCC, Leeuwen,1
CCC,A. Suresh Canagarajah,1
CCC,A. Vázquez García,1
CCC,A.J. Hudspeth,1
CCC,A.M.E. Church,1
CCC,A.Michael Huberman,1
CCC,Aaron Smith,1
CCC,"Achieve,Inc. nan",1
CCC,Adrian Blackledge,1
CCC,Adriana Souza,1
CCC,Alan Kalish,1
CCC,Alan Liu,1
CCC,Alan Price,1
CCC,Alastair Pennycook,1
CCC,Alberta M. Gloria,1
CCC,Albrecht Crane,1
CCC,Alex Antram,1
CCC,Alex Rudniy,1
CCC,Alexander Hertel-Fernandez,1
CCC,Alexandra Rankin Macgill,1
CCC,Alexis E.Ramsey Tobienne,1
CCC,Alexis Ramsey,1
CCC,Alfred O. Wlecke,1
CCC,Alice Gillam,1
CCC,Alice Horning,1
CCC,AliceM. Gillam,1
CCC,Allan Wigfield,1
CCC,Allison Carr,1
CCC,Allison Pingree,1
CCC,Alokparna Das,1
CCC,Alton L. Becker,1
CCC,"AmericanEducationalResearchAssociation,AmericanPsychologicalAssociation,andNationalCouncilonMeasurementinEducation nan",1
CCC,Amos Paran,1
CCC,Amy A. Zenger,1
CCC,Amy C. Kimme Hea,1
CCC,Amy L. Housley Gaffney,1
CCC,Amy M. Goodburn,1
CCC,Amy Stornaiuolo,1
CCC,Andrea A. Lunsford,1
CCC,Andrea Breemer Frantz,1
CCC,Andrea Gallagher,1
CCC,Andrea Hernandez,1
CCC,Andrea M. Olson,1
CCC,Andrew Bourelle,1
CCC,Andrew Ortony,1
CCC,Andrew Saultz,1
CCC,Andrew W. Lehren,1
CCC,Angel Lin,1
CCC,Angela Crow,1
CCC,Angela Geosits,1
CCC,Anita Hill Signifyin,1
CCC,Ann Berthoff,1
CCC,Ann Brown,1
CCC,Ann Burke,1
CCC,Ann Hill Duin,1
CCC,Ann L. Brown,1
CCC,Ann Lantz,1
CCC,Ann R. Hawkins,1
CCC,Ann Shea Bayer,1
CCC,Anna Sophia Habib,1
CCC,Anne Beaufort,1
CCC,Anne CaseHalferty,1
CCC,Anne Fields,1
CCC,Anne Friedburg,1
CCC,Anne Herrington,1
CCC,Anne J. Herrington,1
CCC,Anne-Marie Womack,1
CCC,Annette Shelby,1
CCC,Anselm Strauss,1
CCC,Anthony De Jesús,1
CCC,Anthony J. Michel,1
CCC,Anthony Paré,1
CCC,Anthony Petrosky,1
CCC,Anthony R. Petrosky,1
CCC,Anthony Tovatt,1
CCC,Antonio Damasio,1
CCC,AparnaSinha ,1
CCC,Aristotle,1
CCC,Arnetha Ball,1
CCC,Arnold Saunders,1
CCC,Arnoldo Garcia,1
CCC,Arturo Yañez,1
CCC,Ask Rita HR. Blue Avocado,1
CCC,Association AmericanColleges,1
CCC,Athena Athanasiou,1
CCC,Audra Eagle Yun,1
CCC,Augie Fleras,1
CCC,Avram Blum,1
CCC,B. Larsen,1
CCC,Ban Cheah,1
CCC,Baotong Gu,1
CCC,Barbara A. Heifferon,1
CCC,Barbara A. Lee,1
CCC,Barbara Cambridge,1
CCC,Barbara Kaye,1
CCC,Barbara Roswell,1
CCC,Baxter Magolda,1
CCC,Becky Glass,1
CCC,Belita Gordon,1
CCC,Ben McClelland,1
CCC,Ben McCorkle,1
CCC,Bena Kallick,1
CCC,Bena Kallick Preface,1
CCC,Bennis Blue,1
CCC,Bernadette N. Jaworsky,1
CCC,Beth BrunkChavez,1
CCC,Beth Matway,1
CCC,Beth McGregor,1
CCC,Beth Nowviskie,1
CCC,Bianca Falbo,1
CCC,Birgette Yttri,1
CCC,Bo Wang,1
CCC,Boba M. Samuels,1
CCC,Breanne K. Litts,1
CCC,Brett M. Griffiths,1
CCC,Brian M. Morrison,1
CCC,Brian McNely,1
CCC,Brian Street,1
CCC,BrianHuot ,1
CCC,Bridget Fahey Ruetenik,1
CCC,Bridget Gelms,1
CCC,Bridget Terry Long,1
CCC,Brit Toven-Lindsey,1
CCC,Bruce G. Barnett,1
CCC,Bruce Herzberg,1
CCC,Bruce W. Hardy,1
CCC,Bryan Newton,1
CCC,Bryan Trabold,1
CCC,Butch Lazorchak,1
CCC,C. Gonzalez,1
CCC,C. Lisa Nash,1
CCC,C.C. Chapman,1
CCC,"CaliforniaStateUniversity,LongBeach nan",1
CCC,Calvin B. Peters,1
CCC,Candace Spigelman,1
CCC,Cargile Cook,1
CCC,Carl F. Siebert,1
CCC,Carla B. Howery,1
CCC,Carol Muller,1
CCC,Carol Severino,1
CCC,Carol Wickersham,1
CCC,Carole Clark Papper,1
CCC,Carolyn Calhoon-Dillahunt,1
CCC,Carolyn Miller,1
CCC,Caryl Emerson,1
CCC,Catherine Bankston,1
CCC,Catherine G. Latterell,1
CCC,Catherine Keohane,1
CCC,Catherine Schryner,1
CCC,Cayce Boyle,1
CCC,Charles Bazerman,1
CCC,Charles Cooper,1
CCC,Charles G. Salas,1
CCC,Charles Lowe,1
CCC,Charles Schuster,1
CCC,Charlotte Hogg,1
CCC,Charlotte R. Clark,1
CCC,Cheryl Ball,1
CCC,Cheryl Glenn,1
CCC,Chi-Wen Kao,1
CCC,Chiseri Strater,1
CCC,Chris Dean,1
CCC,Chris Gallagher,1
CCC,Chris Hamel,1
CCC,Christa Olson,1
CCC,Christianne Corbett andAndresse St. Rose,1
CCC,Christina Ortmeier Hooper,1
CCC,Christine Adam,1
CCC,Christine M. Tardy,1
CCC,Christine R. Farris,1
CCC,Christopher Minnix,1
CCC,Christopher Murray,1
CCC,Christopher Weaver,1
CCC,"ChristopherB.,HastingsShade,SammyStill,SequoyahGuess,andWoodyHansen Teuton",1
CCC,Christy Friend,1
CCC,Christy Horn,1
CCC,Cindy Griffin,1
CCC,Cindy Moore BrianHuot,1
CCC,Cindy O’Donnell-Allen,1
CCC,Cinthia Gannett,1
CCC,Claire Kramsch,1
CCC,Clairece Booher Feagin,1
CCC,Clancy Ratliff,1
CCC,Clay Spinuzzi,1
CCC,Colin Lankshear,1
CCC,Collin Jennings,1
CCC,CommonCoreStateStandardsInitiative nan,1
CCC,ConferenceonCollegeCompositionandCommunication nan,1
CCC,Cornel West,1
CCC,"CouncilofWritingProgramAdministrators,NationalCouncilofTeachersofEnglish,andNationalWritingProject nan",1
CCC,Courtney Hsing,1
CCC,Cristina Ramirez,1
CCC,Cristy Beemer,1
CCC,Cruz Ferreira,1
CCC,Cynthia Coburn,1
CCC,Cynthia Cochran,1
CCC,D.N. Perkins,1
CCC,Daisuke Okabe,1
CCC,Daisy Zhuo,1
CCC,Dale H. Schunk,1
CCC,Damian Koshnick,1
CCC,Dan Melzer,1
CCC,Dana Chisnell,1
CCC,Dana Ferris,1
CCC,Dana L. Driscoll,1
CCC,Dana Mead,1
CCC,DanaLynn Driscoll,1
CCC,Daniel Anderson,1
CCC,Daniel K. Anderson,1
CCC,Daniel Rothbart,1
CCC,Daniel Schwartz,1
CCC,Daniel T. DeMarte,1
CCC,Danielle Endres,1
CCC,Danielle Fouquette,1
CCC,Darlene Grant,1
CCC,Darrell Fike,1
CCC,Darryl Tippens,1
CCC,David Bowen,1
CCC,David Brooks,1
CCC,David Carless,1
CCC,David Foster,1
CCC,David Gilkey,1
CCC,David Gold,1
CCC,David Holmes,1
CCC,David J. Chalmers,1
CCC,David Joliffe,1
CCC,David Jolliffe,1
CCC,David Kirkland,1
CCC,David Kolb,1
CCC,David Krathwohl,1
CCC,David L. DeWeese,1
CCC,David Nielson,1
CCC,David R. Russell,1
CCC,David Rose,1
CCC,David S. Fleming,1
CCC,David S. Heineman,1
CCC,David Shields,1
CCC,Davis Jenkins,1
CCC,Dawn Shepherd,1
CCC,De Certeau,1
CCC,De Landa,1
CCC,Deanna Dannels,1
CCC,Deborah Brandt,1
CCC,Deborah H. Holdstein,1
CCC,Deborah Holdstein,1
CCC,Deborah Mutnick,1
CCC,Debrah Huffman,1
CCC,Delli Carpini,1
CCC,Deneen Shepherd,1
CCC,Dennis Wentz,1
CCC,Deoscorous B. Ndoloi,1
CCC,Dept Housing&UrbanDevelopment,1
CCC,Diane Tolis,1
CCC,Diane Weltner Strommer,1
CCC,Diane Windham Shaw,1
CCC,DianeDeVido Tetreault,1
CCC,Dimitrius Milonakis,1
CCC,Dixie Goswami,1
CCC,Dominique Sluijsmans Marjo,1
CCC,Don Slater,1
CCC,Donald A. Daiker,1
CCC,Donald Schön,1
CCC,Donaldo Macedo,1
CCC,Donna R. Addis,1
CCC,Dorian A. Canelas,1
CCC,Doug Brent,1
CCC,Douglas Biber,1
CCC,Douglas Downs,1
CCC,Douglas E. Green,1
CCC,Douglas Fisher,1
CCC,Douglas Hesse,1
CCC,Douglas L. Robertson,1
CCC,Douglas R. Parks,1
CCC,Dressen Hammouda,1
CCC,Drew M. Loewe,1
CCC,Dylan William,1
CCC,Dànielle Nicole DeVoss,1
CCC,E. Caroline Wylie,1
CCC,E. Mosqueira Rey,1
CCC,Ed Jones,1
CCC,Eddie Good,1
CCC,Edgar H. Schein,1
CCC,Edna Lardizaball Hussey,1
CCC,Edward Elliott,1
CCC,Edward Finegan,1
CCC,Edward H. O’Brien,1
CCC,Edward L. Kain,1
CCC,Edward M. White,1
CCC,Edwin R. Steinberg,1
CCC,Eileen E. Schell,1
CCC,Eileen Erwin,1
CCC,Eileen Medeiros,1
CCC,Eileen Schell,1
CCC,Eiman Hajabbasi,1
CCC,Elaine B. Richardson,1
CCC,Eli Goldblatt,1
CCC,Elien Peeters,1
CCC,Elizabeth A. Williams,1
CCC,Elizabeth Anne Daigle,1
CCC,Elizabeth Chiseri-Strater,1
CCC,Elizabeth H. Boquet,1
CCC,Elizabeth M. Willis,1
CCC,Elizabeth MurakamiRamalho,1
CCC,Elizabeth Overman Smith,1
CCC,Elizabeth Yakel,1
CCC,Ellen Barton,1
CCC,Ellen Carillo,1
CCC,Elliot Gerson,1
CCC,"Elwood F. Holton, III",1
CCC,Emily Dowd,1
CCC,Enric Llurda,1
CCC,Erec Smith,1
CCC,Eric Hand,1
CCC,Eric J. Paulson,1
CCC,Eric Schroeder,1
CCC,Erica Lennard,1
CCC,Erica Rosenfeld Halverson,1
CCC,Erik Green,1
CCC,Erik Jorgensen,1
CCC,Erkki Olkinuora,1
CCC,Ernest Boyle,1
CCC,Ernesto R. Escoto,1
CCC,Eugene Thacker,1
CCC,Falls Brown,1
CCC,Fathali M. Moghaddam,1
CCC,Feldmeier White,1
CCC,Felix Guattari,1
CCC,Filip Dochy,1
CCC,Florence B. Brawer,1
CCC,Florence Brawer,1
CCC,Ford Fessenden,1
CCC,Frances B. Holt-Underwood,1
CCC,Francis Christensen,1
CCC,Francisco J. Varela,1
CCC,Franco Moretti,1
CCC,Frank Farmer,1
CCC,Frankie Condon,1
CCC,Franny Howes,1
CCC,Frederick C. Berry,1
CCC,Gail Boldt,1
CCC,Gail E. Hawisher,1
CCC,Gail H. Ironson,1
CCC,Gail Hawisher,1
CCC,Gail Stygall,1
CCC,Gary Lindberg,1
CCC,Gary Orfield,1
CCC,Geoffrey Bowker,1
CCC,Geoffrey Leech,1
CCC,George D. Kuh,1
CCC,George Dugdale,1
CCC,George Kennedy,1
CCC,George Semb,1
CCC,Gerard Hauser,1
CCC,Gerd Bräuer,1
CCC,Gerry Canavan,1
CCC,Gerry Winter,1
CCC,Gina M. Merys,1
CCC,Ginger Guardiola Smoak,1
CCC,Giovanni Valiante,1
CCC,Girls Club America. Changing Lives,1
CCC,Gladys Carro,1
CCC,Glazer Raymo,1
CCC,Glen McClish,1
CCC,Glenn Hendler,1
CCC,Glynda Hull,1
CCC,Gordon M. Pradl,1
CCC,Grace Bernhardt,1
CCC,Grace Wetzel,1
CCC,Graham Smart,1
CCC,Grant Wiggins,1
CCC,Greg Dimitriadis,1
CCC,Greg Myers,1
CCC,Gregory J. Seigworth,1
CCC,Gregory Ulmer,1
CCC,Greta Weber,1
CCC,Gretchen Fletcher Moon,1
CCC,Gwen Gray Schwartz,1
CCC,Gwendolyn Pough,1
CCC,H.I. McCubbin,1
CCC,H.K. Christie,1
CCC,H.Samy Alim,1
CCC,Haas Dyson,1
CCC,Hadass Goldblatt,1
CCC,Hartmut Schröder,1
CCC,Heather C. Easterling,1
CCC,Heidi Estrem,1
CCC,Heng Hartse,1
CCC,Hilary E. Wyss,1
CCC,Huu-ay-aht First Nation,1
CCC,Ian Watt,1
CCC,Ilya Prigogine,1
CCC,Inc Achieve,1
CCC,Ivan Dylko,1
CCC,Ivy Kleinbart,1
CCC,J. Gorman,1
CCC,J. William Asher,1
CCC,Jack Selzer,1
CCC,Jack T. Hanford,1
CCC,Jacqueline Brady,1
CCC,Jacqueline Rhoads,1
CCC,Jacqueline Stevenson,1
CCC,James A. Slevin,1
CCC,James Berlin,1
CCC,James Britton,1
CCC,James H. Schwartz,1
CCC,James Martin,1
CCC,James Moffett,1
CCC,James Penny,1
CCC,James R.Griesemer,1
CCC,James Scott Johnston,1
CCC,James Zebroski,1
CCC,Jamie M. Joseph,1
CCC,Jane Higgins,1
CCC,Janet Carlson,1
CCC,Janet Garufis,1
CCC,Janet Zapernick,1
CCC,Janice Lauer,1
CCC,Janice R. Walker,1
CCC,Janice Walker,1
CCC,Janine Solberg,1
CCC,Janis Tedesco Haswell,1
CCC,Jay Jordan,1
CCC,Jay Lemke,1
CCC,Jay Rosner,1
CCC,Jean Lave,1
CCC,Jean Williams,1
CCC,Jean-Baptiste Michel,1
CCC,Jean-Claude Passeron,1
CCC,Jean-Paul Nadeau,1
CCC,Jeanne Gunner,1
CCC,Jeanne Henry,1
CCC,Jeanne Po,1
CCC,Jeannie C,1
CCC,Jeff Corntassel,1
CCC,Jeff Gingerich,1
CCC,Jeff Marx,1
CCC,Jeff Rice,1
CCC,Jeff Seaman,1
CCC,Jeff Sommers,1
CCC,Jeff Strohl,1
CCC,Jeff T. Grabill,1
CCC,Jeff Wiemelt,1
CCC,Jeffrey Sommers,1
CCC,Jeffrey Young,1
CCC,Jeffry M. Ringer,1
CCC,Jennifer Berdan,1
CCC,Jennifer Clary-Lemon,1
CCC,Jennifer ClaryLemon,1
CCC,Jennifer Craig,1
CCC,Jennifer L. Kobrin,1
CCC,Jennifer Mercieca,1
CCC,Jennifer Rowsell,1
CCC,Jennifer S. Furlong,1
CCC,Jennifer Trainor,1
CCC,Jennifer Wingard,1
CCC,Jeroen Merriënboer,1
CCC,Jerome Bruner,1
CCC,Jessica Early,1
CCC,Jessica Silver-Greenberg,1
CCC,Jessica Williams,1
CCC,Jessie L. Moore,1
CCC,Jianglin Zhou,1
CCC,Jill Fitzgerald,1
CCC,Jill V. Jeffery,1
CCC,Jim Penny,1
CCC,Jim Ridolfo,1
CCC,Jim Uhl,1
CCC,Jo Mackiewicz,1
CCC,JoAnne Yates,1
CCC,Joan Mullin,1
CCC,Joanne Giordano,1
CCC,Joanne Lobato,1
CCC,Joel H. Spring,1
CCC,Joel Westheimer,1
CCC,John Brereton,1
CCC,John C. Bean,1
CCC,John Crowther,1
CCC,John Dewey,1
CCC,John Duffy,1
CCC,John Elder,1
CCC,John Flowerdew,1
CCC,John Hayes,1
CCC,John J. Ruszkiewicz,1
CCC,John K. DiTiberio,1
CCC,John K. Lee,1
CCC,John M. Ackerman,1
CCC,John M. Ackermann,1
CCC,John M. Suozzi,1
CCC,John Majewski,1
CCC,John Mascaro,1
CCC,John Pell,1
CCC,John Russo,1
CCC,John Stauffer,1
CCC,John Swales,1
CCC,John T. Guthrie,1
CCC,John T. Powers,1
CCC,John V. Moore,1
CCC,John Warnock,1
CCC,Johndan JohnsonEilola,1
CCC,Johnny Saldaña,1
CCC,"Johns,AnnM. nan",1
CCC,Johnson Cheu,1
CCC,Jonathan Hys,1
CCC,Jonathan Rosa,1
CCC,Jordan Troisi,1
CCC,Joseph Kahne,1
CCC,Joseph Little,1
CCC,Joseph M. Moxley,1
CCC,Joseph Valente,1
CCC,Josh Compton,1
CCC,Josh Thumma,1
CCC,Joshua Gunn,1
CCC,Joy Ritchie,1
CCC,Joyce Irene Middleton,1
CCC,Joyce Rain Anderson,1
CCC,Judith A. Langer,1
CCC,Judith L. Gaynor,1
CCC,Judith M. Gappa,1
CCC,Judith Pollack,1
CCC,Judy Goldfinch,1
CCC,Julia Maserjian,1
CCC,Julia Romberger,1
CCC,Julie D. Ford,1
CCC,Julie Nelson Christoph,1
CCC,Juliet Corbin,1
CCC,Juliet M. Corbin,1
CCC,Justin Lohr,1
CCC,K. Inagaki,1
CCC,K.J. Rawson,1
CCC,K.L. Ross,1
CCC,Kamal Joshi,1
CCC,Kara Alexander,1
CCC,Karen A. McClafferty,1
CCC,Karen Anderson,1
CCC,Karen Gentemann,1
CCC,Karen Gocsik,1
CCC,Karen Nirn,1
CCC,Karen Schriver,1
CCC,Karrmen Crey,1
CCC,Kate Clinton,1
CCC,Kate Ronald,1
CCC,Katharine Rodger,1
CCC,Katherine E. Tirabassi,1
CCC,Katherine V. Willis,1
CCC,Kathleen A. Moisiewicz,1
CCC,Kathleen Blake Yancy,1
CCC,Kathleen BlakeYancey,1
CCC,Kathleen Dunn De Mers,1
CCC,Kathleen Hall Jamieson,1
CCC,Kathleen Kelly,1
CCC,Kathleen McCormick,1
CCC,Kathleen Ryan,1
CCC,Kathryn M. Plank,1
CCC,Kathryn Stewart,1
CCC,Kathryn Thirolf,1
CCC,Kathy Baxter,1
CCC,Kathy Bushrow,1
CCC,Kathy Charmaz,1
CCC,Kathy M. Bushrow,1
CCC,Katie Clinton,1
CCC,Katie Clinton Afterword,1
CCC,Katrien Struyven,1
CCC,Kay Halasek,1
CCC,Keith Gilyard,1
CCC,Keith J. Holyoak,1
CCC,Keith Rhodes,1
CCC,KeithDorwick ,1
CCC,Kelli Cargile Cook,1
CCC,Kelly Dent,1
CCC,Ken Hyland,1
CCC,Kerry Anne Enright,1
CCC,Kevin Mahoney,1
CCC,Kevin Roozen,1
CCC,Kevin Soter,1
CCC,Kim Lacey,1
CCC,Kim Middleton,1
CCC,Kimberley Robinson Neary,1
CCC,Kimme Hea,1
CCC,Kirk Sarell,1
CCC,Kirk St.Amant,1
CCC,Kristene Sutliff,1
CCC,L.Michael White,1
CCC,Lakota Belief,1
CCC,Lance B. Kurke,1
CCC,Larissa Yousoubova,1
CCC,Larry S. Liebovitch,1
CCC,Larry W. Burton,1
CCC,Laura CoraMora,1
CCC,Laura H. Thomas,1
CCC,Laura J. Leiderman,1
CCC,Laura Kramer,1
CCC,Laura R.,1
CCC,Laura Saltz,1
CCC,LaurelThatcher Ulrich,1
CCC,Lauren Fitzgerald,1
CCC,Laurie Cella,1
CCC,Laurie Grobman,1
CCC,Lawrence Anthony,1
CCC,Lawrence McEnerney,1
CCC,Lawrence Rodgers,1
CCC,Leah Zuidema,1
CCC,Leanna R. Hall,1
CCC,Lee Friederich,1
CCC,Lee Odell,1
CCC,Leon Thomas,1
CCC,Letter to the Honorable Hilda L. Solis,1
CCC,Lewick Wallace,1
CCC,Libby Miles,1
CCC,Linda Feldmeier White,1
CCC,Linda J. Coleman,1
CCC,Linda K. Shamoon,1
CCC,Linda S,1
CCC,Lindsey Ives,1
CCC,Lippi Green,1
CCC,Lisa Bethel,1
CCC,Lisa Brahms,1
CCC,Lisa Cahill,1
CCC,Lisa Ganobcsik-Williams,1
CCC,Lisa Gerrard,1
CCC,Lisa Langstraat,1
CCC,Lisa M. Baumgartner,1
CCC,Lisa Mastrangelo,1
CCC,Lisa S. Mastrangelo,1
CCC,Lisa Zimmerelli,1
CCC,Lois E. Horton,1
CCC,Looking Horse,1
CCC,Lorelei Lingard,1
CCC,Lori L. Tharps,1
CCC,Lorimer Leonard,1
CCC,Lorraine Higgins,1
CCC,Lorrie Ross,1
CCC,Louise Rosenblatt,1
CCC,Louise Wetherbee Phelps,1
CCC,Lu Liu,1
CCC,Luciana C.,1
CCC,Lucille M. Schultz,1
CCC,Lucille P. McCarthy,1
CCC,Lucille Parkinson McCarthy,1
CCC,Lucille Schultz,1
CCC,Lucy J. Troup,1
CCC,Lucy Massagee,1
CCC,Luuk Waes,1
CCC,Lynch Biniek,1
CCC,Lynette Jacobs Priebe,1
CCC,Lynn M. McAlister,1
CCC,Lynn Worsham,1
CCC,M. Weiser,1
CCC,M.Anne Britt,1
CCC,M.S.Alice Mary Longfellow Papers,1
CCC,Maggie McCaffrey,1
CCC,Maggie McGrath,1
CCC,Malcolm Gladwell,1
CCC,Manka M. Varghese,1
CCC,Marc Jegers,1
CCC,Marcea K. Seible,1
CCC,Marcia Curtiss,1
CCC,Margaret Bennett Walters,1
CCC,Margaretha Vergeer,1
CCC,Marguerite Helmers,1
CCC,Maria Carolina,1
CCC,Maria Kefalas,1
CCC,Marie K. Norman,1
CCC,Marilyn Cooper,1
CCC,Mario Brdar,1
CCC,Mariolina Salvatori,1
CCC,Marjorie Roemer,1
CCC,Mark Aakhus,1
CCC,Mark D. Halx,1
CCC,Mark Evan Nelson,1
CCC,Mark Halperin,1
CCC,Mark Hannah,1
CCC,Mark Hayward,1
CCC,Mark Lawrence McPhail,1
CCC,Mark Otuteye,1
CCC,Mark Reynolds,1
CCC,Marsha C. Lovett,1
CCC,Martha Dowsley,1
CCC,Martha L.A. Stassen,1
CCC,Martin Bloom,1
CCC,Martin E.P. Seligman,1
CCC,Martin Nystrand,1
CCC,Martine Rife,1
CCC,Mary Ann Cohen,1
CCC,Mary Hamilton,1
CCC,Mary P. Sheridan,1
CCC,Mary Soliday,1
CCC,Mary Taylor Huber,1
CCC,MaríaFernanda González Rojas,1
CCC,Masataka Okabe,1
CCC,Mastin Prinsloo,1
CCC,Matthew Abraham,1
CCC,Matthew Brook O’Donnell,1
CCC,Matthew Gold,1
CCC,Matthew Kirschenbaum,1
CCC,Matthew Wilkens,1
CCC,Maura Ives,1
CCC,Maureen Daly Goggin,1
CCC,Maureen Goggin,1
CCC,Maureen M. Hourigan,1
CCC,Maurizio Gotti,1
CCC,Maxine Atkinson,1
CCC,Meg Carroll,1
CCC,Megan Mulder,1
CCC,Megan Squire,1
CCC,Megumi Taniguchi,1
CCC,Melanie Yergeau,1
CCC,Melissa Nicolas,1
CCC,Melissa Rach,1
CCC,Melody Bowdon,1
CCC,Melvin M. Webber,1
CCC,Meredith Zoetewey,1
CCC,Michael A. Pemberton,1
CCC,Michael Bunn,1
CCC,Michael Carter,1
CCC,Michael Cole,1
CCC,Michael D. Slater,1
CCC,Michael Gavin,1
CCC,Michael Halliday,1
CCC,Michael J. Michaud,1
CCC,Michael Kane,1
CCC,Michael Kramp,1
CCC,Michael L. Nelson,1
CCC,Michael L. Smith,1
CCC,Michael Mandelbaum,1
CCC,Michael McLeod,1
CCC,Michael Michaud,1
CCC,Michael Pennell,1
CCC,Michael Ranney,1
CCC,Michael Roth,1
CCC,Michael Spooner,1
CCC,Michael W. Bridges,1
CCC,Michael-John DePalma,1
CCC,Michel Foucault,1
CCC,Michel Lynn Muraski,1
CCC,Michele DiPietro,1
CCC,Michele Eodice,1
CCC,Michele L. Matchett,1
CCC,Michele Lamont,1
CCC,Michele Valiquette,1
CCC,Michelle Eble,1
CCC,Michelle NavarreCleary,1
CCC,Mike Gorman,1
